Index,Sentence_index,Sentence,POS_Tagged_Tokens,Lemmas
8146,490,,wintery[NN],wintery
8147,490,,atmosphere[RB],atmosphere
8148,490,,.[.],.
8149,491,"Altitude: Many winter activities (skiing, snowboarding) occur at higher altitudes",#[#],#
8150,491,,#[#],#
8151,491,,#[#],#
8152,491,,introspective[JJ],introspective
8153,491,,&[CC],&
8154,491,,literary[JJ],literary
8155,491,,1[CD],1
8156,491,,.[.],.
8157,492,"For every 1,000 feet (300 meters) increase in elevation, UV radiation exposure increases by 4-5%.",''[''],''
8158,492,,frankenstein[NN],frankenstein
8159,492,,''[''],''
8160,492,,by[IN],by
8161,492,,mary[JJ],mary
8162,492,,shelley[NN],shelley
8163,492,,:[:],:
8164,492,,often[RB],often
8165,492,,overlooked[VBD],overlook
8166,492,,",[,]",","
8167,492,,the[DT],the
8168,492,,novel[NN],novel
8169,492,,culminates[VBZ],culminate
8170,492,,in[IN],in
8171,492,,an[DT],an
8172,492,,arctic[JJ],arctic
8173,492,,chase[NN],chase
8174,492,,",[,]",","
8175,492,,emphasizing[VBG],emphasize
8176,492,,themes[NNS],theme
8177,492,,of[IN],of
8178,492,,isolation[NN],isolation
8179,492,,",[,]",","
8180,492,,ambition[NN],ambition
8181,492,,",[,]",","
8182,492,,and[CC],and
8183,492,,the[DT],the
8184,492,,harshness[NN],harshness
8185,492,,of[IN],of
8186,492,,nature[NN],nature
8187,492,,.[.],.
8188,493,3,2[CD],2
8189,493,,.[.],.
8190,494,"Colder Temperatures Mask the Burn: You don't feel the heat from the sun as much in cold weather, which can lead you to believe you're not getting burned",''[''],''
8191,494,,ethan[VBZ],ethan
8192,494,,frome[NN],frome
8193,494,,''[''],''
8194,494,,by[IN],by
8195,494,,edith[JJ],edith
8196,494,,wharton[NN],wharton
8197,494,,:[:],:
8198,494,,a[DT],a
8199,494,,bleak[NN],bleak
8200,494,,and[CC],and
8201,494,,tragic[JJ],tragic
8202,494,,novella[NN],novella
8203,494,,set[VBN],set
8204,494,,in[IN],in
8205,494,,a[DT],a
8206,494,,new[JJ],new
8207,494,,england[NN],england
8208,494,,winter[NN],winter
8209,494,,",[,]",","
8210,494,,where[WRB],where
8211,494,,the[DT],the
8212,494,,landscape[NN],landscape
8213,494,,mirrors[VBZ],mirror
8214,494,,the[DT],the
8215,494,,characters[NNS],character
8216,494,,'[POS],'
8217,494,,despair[NN],despair
8218,494,,.[.],.
8219,495,"The cold and wind can also dry out your skin, potentially making it more susceptible to damage.",3[CD],3
8220,495,,.[.],.
8221,496,4,''[''],''
8222,496,,dubliners[NNS],dubliner
8223,496,,''[''],''
8224,496,,by[IN],by
8225,496,,james[NNS],james
8226,496,,joyce[NNS],joyce
8227,496,,([(],(
8228,496,,specifically[RB],specifically
8229,496,,``[``],``
8230,496,,the[DT],the
8231,496,,dead[JJ],dead
8232,496,,''[''],''
8233,496,,)[)],)
8234,496,,:[:],:
8235,496,,``[``],``
8236,496,,the[DT],the
8237,496,,dead[JJ],dead
8238,496,,''[''],''
8239,496,,is[VBZ],be
8240,496,,arguably[RB],arguably
8241,496,,the[DT],the
8242,496,,greatest[JJS],great
8243,496,,short[JJ],short
8244,496,,story[NN],story
8245,496,,ever[RB],ever
8246,496,,written[VBN],write
8247,496,,about[IN],about
8248,496,,winter[NN],winter
8249,496,,and[CC],and
8250,496,,new[JJ],new
8251,496,,year[NN],year
8252,496,,'s[POS],'s
8253,496,,eve[NN],eve
8254,496,,",[,]",","
8255,496,,full[JJ],full
8256,496,,of[IN],of
8257,496,,poignant[JJ],poignant
8258,496,,reflection[NN],reflection
8259,496,,.[.],.
8260,497,"Lack of Awareness/Protection: People often associate sunburn with hot summer days and are less likely to apply sunscreen or wear UV-protective clothing on exposed skin (like their face, neck, and hands) in winter.",#[#],#
8261,497,,#[#],#
8262,497,,movies[NNS],movie
8263,497,,for[IN],for
8264,497,,winter[NN],winter
8265,497,,watching[VBG],watch
8266,497,,#[#],#
8267,497,,#[#],#
8268,497,,#[#],#
8269,497,,cozy[NN],cozy
8270,497,,&[CC],&
8271,497,,festive[JJ],festive
8272,497,,comfort[NN],comfort
8273,497,,1[CD],1
8274,497,,.[.],.
8275,498,"So, while the sun's angle is lower in winter and days are shorter, the reflective power of snow, higher altitudes, and reduced sensation of heat create a significant sunburn risk that should not be overlooked",''[''],''
8276,498,,it[PRP],it
8277,498,,'s[VBZ],'s
8278,498,,a[DT],a
8279,498,,wonderful[JJ],wonderful
8280,498,,life[NN],life
8281,498,,''[''],''
8282,498,,([(],(
8283,498,,1946[CD],1946
8284,498,,)[)],)
8285,498,,:[:],:
8286,498,,the[DT],the
8287,498,,quintessential[JJ],quintessential
8288,498,,christmas[NN],christmas
8289,498,,classic[JJ],classic
8290,498,,about[IN],about
8291,498,,finding[VBG],find
8292,498,,joy[NN],joy
8293,498,,and[CC],and
8294,498,,meaning[NN],meaning
8295,498,,",[,]",","
8296,498,,even[RB],even
8297,498,,in[IN],in
8298,498,,the[DT],the
8299,498,,darkest[NN],darkest
8300,498,,times[NNS],time
8301,498,,.[.],.
8302,499,"Always use sunscreen (SPF 30+), wear sunglasses, and cover up exposed skin, especially when participating in outdoor activities in snowy, sunny conditions.",2[CD],2
8303,499,,.[.],.
8304,500,"Winter is the perfect time to curl up with a good book or movie! The long nights and chilly weather just beg for cozy, atmospheric stories",''[''],''
8305,500,,elf[NN],elf
8306,500,,''[''],''
8307,500,,([(],(
8308,500,,2003[CD],2003
8309,500,,)[)],)
8310,500,,:[:],:
8311,500,,a[DT],a
8312,500,,hilarious[JJ],hilarious
8313,500,,and[CC],and
8314,500,,heartwarming[VBG],heartwarming
8315,500,,tale[NN],tale
8316,500,,of[IN],of
8317,500,,a[DT],a
8318,500,,human[JJ],human
8319,500,,raised[VBN],raise
8320,500,,by[IN],by
8321,500,,elves[NNS],elf
8322,500,,",[,]",","
8323,500,,bringing[VBG],bring
8324,500,,pure[JJ],pure
8325,500,,holiday[NN],holiday
8326,500,,cheer[NN],cheer
8327,500,,to[TO],to
8328,500,,new[JJ],new
8329,500,,york[NN],york
8330,500,,city[NN],city
8331,500,,.[.],.
8332,501,Here's a curated list covering various moods and genres:,3[CD],3
8333,501,,.[.],.
8334,502,## Books for Winter Reading,''[''],''
8335,502,,love[VBP],love
8336,502,,actually[RB],actually
8337,502,,''[''],''
8338,502,,([(],(
8339,502,,2003[CD],2003
8340,502,,)[)],)
8341,502,,:[:],:
8342,502,,an[DT],an
8343,502,,ensemble[JJ],ensemble
8344,502,,romantic[JJ],romantic
8345,502,,comedy[NN],comedy
8346,502,,exploring[VBG],explore
8347,502,,various[JJ],various
8348,502,,intertwining[VBG],intertwine
8349,502,,love[NN],love
8350,502,,stories[NNS],story
8351,502,,during[IN],during
8352,502,,the[DT],the
8353,502,,christmas[NN],christmas
8354,502,,season[NN],season
8355,502,,in[IN],in
8356,502,,london[NN],london
8357,502,,.[.],.
8358,503,### Cozy & Atmospheric,4[CD],4
8359,503,,.[.],.
8360,504,1,''[''],''
8361,504,,the[DT],the
8362,504,,holiday[NN],holiday
8363,504,,''[''],''
8364,504,,([(],(
8365,504,,2006[CD],2006
8366,504,,)[)],)
8367,504,,:[:],:
8368,504,,two[CD],two
8369,504,,women[NNS],woman
8370,504,,swap[VBP],swap
8371,504,,homes[NNS],home
8372,504,,for[IN],for
8373,504,,the[DT],the
8374,504,,holidays[NNS],holiday
8375,504,,",[,]",","
8376,504,,finding[VBG],find
8377,504,,romance[NN],romance
8378,504,,and[CC],and
8379,504,,self-discovery[NN],self-discovery
8380,504,,in[IN],in
8381,504,,snowy[JJ],snowy
8382,504,,england[NN],england
8383,504,,and[CC],and
8384,504,,sunny[JJ],sunny
8385,504,,california[NN],california
8386,504,,.[.],.
8387,505,"""Little Women"" by Louisa May Alcott: A timeless classic about the March sisters, full of warmth, family, and domestic charm that feels perfect for winter evenings.",5[CD],5
8388,505,,.[.],.
8389,506,2,''[''],''
8390,506,,home[NN],home
8391,506,,alone[RB],alone
8392,506,,''[''],''
8393,506,,([(],(
8394,506,,1990[CD],1990
8395,506,,)[)],)
8396,506,,:[:],:
8397,506,,a[DT],a
8398,506,,childhood[NN],childhood
8399,506,,classic[JJ],classic
8400,506,,about[IN],about
8401,506,,a[DT],a
8402,506,,boy[NN],boy
8403,506,,defending[VBG],defend
8404,506,,his[PRP$],his
8405,506,,home[NN],home
8406,506,,from[IN],from
8407,506,,burglars[NNS],burglar
8408,506,,over[IN],over
8409,506,,christmas[NN],christmas
8410,506,,.[.],.
8411,507,"""Harry Potter"" series by J.K",snow[NN],snow
8412,507,,",[,]",","
8413,507,,slapstick[NN],slapstick
8414,507,,",[,]",","
8415,507,,and[CC],and
8416,507,,family[NN],family
8417,507,,warmth[NN],warmth
8418,507,,.[.],.
8419,508,"Rowling: Revisit Hogwarts! The books are full of warmth, magic, and often feature wonderful Christmas and winter scenes.",6[CD],6
8420,508,,.[.],.
8421,509,3,''[''],''
8422,509,,when[WRB],when
8423,509,,harry[NN],harry
8424,509,,met[VBD],meet
8425,509,,sally[RB],sally
8426,509,,...[:],...
8427,509,,''[''],''
8428,509,,([(],(
8429,509,,1989[CD],1989
8430,509,,)[)],)
8431,509,,:[:],:
8432,509,,not[RB],not
8433,509,,exclusively[RB],exclusively
8434,509,,a[DT],a
8435,509,,holiday[NN],holiday
8436,509,,film[NN],film
8437,509,,",[,]",","
8438,509,,but[CC],but
8439,509,,much[RB],much
8440,509,,of[IN],of
8441,509,,the[DT],the
8442,509,,iconic[JJ],iconic
8443,509,,romance[NN],romance
8444,509,,unfolds[NNS],unfolds
8445,509,,against[IN],against
8446,509,,the[DT],the
8447,509,,backdrop[NN],backdrop
8448,509,,of[IN],of
8449,509,,chilly[JJ],chilly
8450,509,,new[JJ],new
8451,509,,york[NN],york
8452,509,,winters[NNS],winter
8453,509,,.[.],.
8454,510,"""A Christmas Carol"" by Charles Dickens: The ultimate festive ghost story, blending the supernatural with themes of redemption and holiday spirit.",#[#],#
8455,510,,#[#],#
8456,510,,#[#],#
8457,510,,chilling[VBG],chill
8458,510,,thrillers[NNS],thriller
8459,510,,&[CC],&
8460,510,,horrors[NNS],horror
8461,510,,1[CD],1
8462,510,,.[.],.
8463,511,4,''[''],''
8464,511,,the[DT],the
8465,511,,shining[NN],shining
8466,511,,''[''],''
8467,511,,([(],(
8468,511,,1980[CD],1980
8469,511,,)[)],)
8470,511,,:[:],:
8471,511,,a[DT],a
8472,511,,classic[JJ],classic
8473,511,,horror[NN],horror
8474,511,,masterpiece[NN],masterpiece
8475,511,,about[IN],about
8476,511,,a[DT],a
8477,511,,family[NN],family
8478,511,,isolated[VBN],isolate
8479,511,,in[IN],in
8480,511,,a[DT],a
8481,511,,snowbound[JJ],snowbound
8482,511,,hotel[NN],hotel
8483,511,,",[,]",","
8484,511,,where[WRB],where
8485,511,,madness[NN],madness
8486,511,,sets[NNS],set
8487,511,,in[IN],in
8488,511,,.[.],.
8489,512,"""The Lion, the Witch and the Wardrobe"" by C.S",2[CD],2
8490,512,,.[.],.
8491,513,"Lewis: Step into Narnia, where it's ""always winter and never Christmas."" A classic tale of good vs",''[''],''
8492,513,,fargo[NN],fargo
8493,513,,''[''],''
8494,513,,([(],(
8495,513,,1996[CD],1996
8496,513,,)[)],)
8497,513,,:[:],:
8498,513,,a[DT],a
8499,513,,dark[JJ],dark
8500,513,,crime[NN],crime
8501,513,,comedy[NN],comedy
8502,513,,set[VBN],set
8503,513,,in[IN],in
8504,513,,the[DT],the
8505,513,,snowy[JJ],snowy
8506,513,,landscapes[NNS],landscape
8507,513,,of[IN],of
8508,513,,minnesota[NN],minnesota
8509,513,,and[CC],and
8510,513,,north[JJ],north
8511,513,,dakota[NN],dakota
8512,513,,",[,]",","
8513,513,,with[IN],with
8514,513,,an[DT],an
8515,513,,unforgettable[JJ],unforgettable
8516,513,,ensemble[JJ],ensemble
8517,513,,cast[NN],cast
8518,513,,.[.],.
8519,514,evil and magical escape.,3[CD],3
8520,514,,.[.],.
8521,515,5,''[''],''
8522,515,,the[DT],the
8523,515,,thing[NN],thing
8524,515,,''[''],''
8525,515,,([(],(
8526,515,,1982[CD],1982
8527,515,,)[)],)
8528,515,,:[:],:
8529,515,,john[NN],john
8530,515,,carpenter[NN],carpenter
8531,515,,'s[POS],'s
8532,515,,sci-fi[JJ],sci-fi
8533,515,,horror[NN],horror
8534,515,,cult[NN],cult
8535,515,,classic[JJ],classic
8536,515,,about[IN],about
8537,515,,a[DT],a
8538,515,,research[NN],research
8539,515,,team[NN],team
8540,515,,in[IN],in
8541,515,,antarctica[NN],antarctica
8542,515,,hunted[VBN],hunt
8543,515,,by[IN],by
8544,515,,a[DT],a
8545,515,,shape-shifting[JJ],shape-shifting
8546,515,,alien[NN],alien
8547,515,,.[.],.
8548,516,"""Pride and Prejudice"" by Jane Austen: The witty banter, social intricacies, and romantic tension are delightful to read under a blanket.",incredible[JJ],incredible
8549,516,,tension[NN],tension
8550,516,,and[CC],and
8551,516,,practical[JJ],practical
8552,516,,effects[NNS],effect
8553,516,,.[.],.
8554,517,### Chilling Thrillers & Mysteries,4[CD],4
8555,517,,.[.],.
8556,518,1,''[''],''
8557,518,,wind[NN],wind
8558,518,,river[NN],river
8559,518,,''[''],''
8560,518,,([(],(
8561,518,,2017[CD],2017
8562,518,,)[)],)
8563,518,,:[:],:
8564,518,,a[DT],a
8565,518,,gripping[NN],gripping
8566,518,,crime[NN],crime
8567,518,,thriller[NN],thriller
8568,518,,set[VBN],set
8569,518,,on[IN],on
8570,518,,a[DT],a
8571,518,,native[JJ],native
8572,518,,american[JJ],american
8573,518,,reservation[NN],reservation
8574,518,,in[IN],in
8575,518,,the[DT],the
8576,518,,desolate[NN],desolate
8577,518,,",[,]",","
8578,518,,snow-covered[JJ],snow-covered
8579,518,,wyoming[NN],wyoming
8580,518,,wilderness[NN],wilderness
8581,518,,.[.],.
8582,519,"""And Then There Were None"" by Agatha Christie: Ten strangers are lured to a remote island and picked off one by one",5[CD],5
8583,519,,.[.],.
8584,520,The isolation perfectly mirrors a winter setting.,''[''],''
8585,520,,the[DT],the
8586,520,,hateful[JJ],hateful
8587,520,,eight[CD],eight
8588,520,,''[''],''
8589,520,,([(],(
8590,520,,2015[CD],2015
8591,520,,)[)],)
8592,520,,:[:],:
8593,520,,quentin[NN],quentin
8594,520,,tarantino[NN],tarantino
8595,520,,'s[POS],'s
8596,520,,snowy[JJ],snowy
8597,520,,western[NN],western
8598,520,,",[,]",","
8599,520,,where[WRB],where
8600,520,,a[DT],a
8601,520,,group[NN],group
8602,520,,of[IN],of
8603,520,,strangers[NNS],stranger
8604,520,,is[VBZ],be
8605,520,,trapped[VBN],trap
8606,520,,together[RB],together
8607,520,,in[IN],in
8608,520,,a[DT],a
8609,520,,cabin[NN],cabin
8610,520,,during[IN],during
8611,520,,a[DT],a
8612,520,,blizzard[NN],blizzard
8613,520,,.[.],.
8614,521,2,#[#],#
8615,521,,#[#],#
8616,521,,#[#],#
8617,521,,magical[JJ],magical
8618,521,,&[CC],&
8619,521,,escapist[JJ],escapist
8620,521,,adventures[VBZ],adventure
8621,521,,1[CD],1
8622,521,,.[.],.
8623,522,"""The Snowman"" by Jo Nesbï¿½: A dark and gripping Nordic noir detective novel set during a particularly brutal Norwegian winter",''[''],''
8624,522,,the[DT],the
8625,522,,chronicles[NNS],chronicle
8626,522,,of[IN],of
8627,522,,narnia[NN],narnia
8628,522,,:[:],:
8629,522,,the[DT],the
8630,522,,lion[NN],lion
8631,522,,",[,]",","
8632,522,,the[DT],the
8633,522,,witch[NN],witch
8634,522,,and[CC],and
8635,522,,the[DT],the
8636,522,,wardrobe[NN],wardrobe
8637,522,,''[''],''
8638,522,,([(],(
8639,522,,2005[CD],2005
8640,522,,)[)],)
8641,522,,:[:],:
8642,522,,brings[VBZ],bring
8643,522,,the[DT],the
8644,522,,classic[JJ],classic
8645,522,,book[NN],book
8646,522,,to[TO],to
8647,522,,life[NN],life
8648,522,,with[IN],with
8649,522,,stunning[JJ],stunning
8650,522,,visuals[NNS],visuals
8651,522,,of[IN],of
8652,522,,a[DT],a
8653,522,,perpetually[RB],perpetually
8654,522,,snow-covered[JJ],snow-covered
8655,522,,narnia[NN],narnia
8656,522,,.[.],.
8657,523,Perfect for fans of psychological thrillers.,2[CD],2
8658,523,,.[.],.
8659,524,3,''[''],''
8660,524,,frozen[JJ],frozen
8661,524,,''[''],''
8662,524,,([(],(
8663,524,,2013[CD],2013
8664,524,,)[)],)
8665,524,,:[:],:
8666,524,,a[DT],a
8667,524,,delightful[JJ],delightful
8668,524,,animated[JJ],animated
8669,524,,musical[NN],musical
8670,524,,for[IN],for
8671,524,,all[DT],all
8672,524,,ages[NNS],age
8673,524,,",[,]",","
8674,524,,centered[VBN],center
8675,524,,around[IN],around
8676,524,,a[DT],a
8677,524,,queen[NN],queen
8678,524,,with[IN],with
8679,524,,ice[NN],ice
8680,524,,powers[NNS],power
8681,524,,and[CC],and
8682,524,,a[DT],a
8683,524,,kingdom[NN],kingdom
8684,524,,trapped[VBN],trap
8685,524,,in[IN],in
8686,524,,eternal[JJ],eternal
8687,524,,winter[NN],winter
8688,524,,.[.],.
8689,525,"""Misery"" by Stephen King: An author, injured in a car crash during a blizzard, is ""rescued"" by his ""number one fan."" Intense, isolated horror.",3[CD],3
8690,525,,.[.],.
8691,526,4,''[''],''
8692,526,,edward[NN],edward
8693,526,,scissorhands[NNS],scissorhands
8694,526,,''[''],''
8695,526,,([(],(
8696,526,,1990[CD],1990
8697,526,,)[)],)
8698,526,,:[:],:
8699,526,,a[DT],a
8700,526,,beautiful[NN],beautiful
8701,526,,and[CC],and
8702,526,,melancholy[JJ],melancholy
8703,526,,fairy[NN],fairy
8704,526,,tale[NN],tale
8705,526,,",[,]",","
8706,526,,culminating[VBG],culminate
8707,526,,in[IN],in
8708,526,,an[DT],an
8709,526,,iconic[JJ],iconic
8710,526,,and[CC],and
8711,526,,magical[JJ],magical
8712,526,,snow[JJ],snow
8713,526,,scene[NN],scene
8714,526,,.[.],.
8715,527,"""Smilla's Sense of Snow"" by Peter Hï¿½eg: A compelling mystery set in Greenland and Copenhagen, deeply intertwined with snow, ice, and Smilla's unique understanding of them.",4[CD],4
8716,527,,.[.],.
8717,528,### Magical & Escapist Fantasy,''[''],''
8718,528,,doctor[NN],doctor
8719,528,,zhivago[NN],zhivago
8720,528,,''[''],''
8721,528,,([(],(
8722,528,,1965[CD],1965
8723,528,,)[)],)
8724,528,,:[:],:
8725,528,,an[DT],an
8726,528,,epic[JJ],epic
8727,528,,romantic[JJ],romantic
8728,528,,drama[NN],drama
8729,528,,set[VBN],set
8730,528,,against[IN],against
8731,528,,the[DT],the
8732,528,,backdrop[NN],backdrop
8733,528,,of[IN],of
8734,528,,the[DT],the
8735,528,,russian[JJ],russian
8736,528,,revolution[NN],revolution
8737,528,,",[,]",","
8738,528,,with[IN],with
8739,528,,breathtaking[NN],breathtaking
8740,528,,and[CC],and
8741,528,,extensive[JJ],extensive
8742,528,,snowscapes[NNS],snowscapes
8743,528,,.[.],.
8744,529,1,tips[NNS],tip
8745,529,,for[IN],for
8746,529,,your[PRP$],your
8747,529,,winter[NN],winter
8748,529,,enjoyment[NN],enjoyment
8749,529,,:[:],:
8750,529,,pair[NN],pair
8751,529,,them[PRP],them
8752,529,,up[RP],up
8753,529,,:[:],:
8754,529,,read[VB],read
8755,529,,``[``],``
8756,529,,little[JJ],little
8757,529,,women[NNS],woman
8758,529,,''[''],''
8759,529,,then[RB],then
8760,529,,watch[VB],watch
8761,529,,an[DT],an
8762,529,,adaptation[NN],adaptation
8763,529,,.[.],.
8764,530,"""The Bear and the Nightingale"" by Katherine Arden: A beautiful and enchanting fantasy novel steeped in Russian folklore, featuring a harsh, magical winter landscape.",read[VB],read
8765,530,,``[``],``
8766,530,,the[DT],the
8767,530,,lion[NN],lion
8768,530,,",[,]",","
8769,530,,the[DT],the
8770,530,,witch[NN],witch
8771,530,,and[CC],and
8772,530,,the[DT],the
8773,530,,wardrobe[NN],wardrobe
8774,530,,''[''],''
8775,530,,then[RB],then
8776,530,,watch[VB],watch
8777,530,,the[DT],the
8778,530,,movie[NN],movie
8779,530,,.[.],.
8780,531,2,set[VB],set
8781,531,,the[DT],the
8782,531,,mood[NN],mood
8783,531,,:[:],:
8784,531,,grab[NN],grab
8785,531,,a[DT],a
8786,531,,warm[JJ],warm
8787,531,,blanket[NN],blanket
8788,531,,",[,]",","
8789,531,,make[VB],make
8790,531,,some[DT],some
8791,531,,hot[JJ],hot
8792,531,,cocoa[NN],cocoa
8793,531,,or[CC],or
8794,531,,tea[NN],tea
8795,531,,",[,]",","
8796,531,,light[VBD],light
8797,531,,a[DT],a
8798,531,,candle[NN],candle
8799,531,,",[,]",","
8800,531,,and[CC],and
8801,531,,let[VB],let
8802,531,,the[DT],the
8803,531,,stories[NNS],story
8804,531,,transport[VBP],transport
8805,531,,you[PRP],you
8806,531,,.[.],.
8807,532,"""His Dark Materials"" series by Philip Pullman: Epic fantasy that takes you to parallel worlds, including a journey to the frozen north with armored bears and witches.",do[VBP],do
8808,532,,n't[RB],n't
8809,532,,be[VB],be
8810,532,,afraid[VBN],afraid
8811,532,,to[TO],to
8812,532,,re-read/re-watch[NN],re-read/re-watch
8813,532,,:[:],:
8814,532,,familiar[JJ],familiar
8815,532,,stories[NNS],story
8816,532,,can[MD],can
8817,532,,be[VB],be
8818,532,,incredibly[RB],incredibly
8819,532,,comforting[VBG],comfort
8820,532,,during[IN],during
8821,532,,the[DT],the
8822,532,,colder[JJ],cold
8823,532,,months[NNS],month
8824,532,,.[.],.
8825,533,3,enjoy[VB],enjoy
8826,533,,your[PRP$],your
8827,533,,cozy[JJ],cozy
8828,533,,winter[NN],winter
8829,533,,![.],!
8830,534,"""Winter's Tale"" by Mark Helprin: A sprawling, magical realist novel set in a mythical New York City, featuring fantastical elements and a truly unique, wintery atmosphere.",here[RB],here
8831,534,,'s[VBZ],'s
8832,534,,a[DT],a
8833,534,,list[NN],list
8834,534,,of[IN],of
8835,534,,winter[NN],winter
8836,534,,words[NNS],word
8837,534,,",[,]",","
8838,534,,with[IN],with
8839,534,,some[DT],some
8840,534,,distinctions[NNS],distinction
8841,534,,where[WRB],where
8842,534,,they[PRP],they
8843,534,,commonly[RB],commonly
8844,534,,occur[VBP],occur
8845,534,,between[IN],between
8846,534,,american[JJ],american
8847,534,,and[CC],and
8848,534,,british[JJ],british
8849,534,,english[NN],english
8850,534,,.[.],.
8851,535,### Introspective & Literary,many[JJ],many
8852,535,,words[NNS],word
8853,535,,are[VBP],be
8854,535,,",[,]",","
8855,535,,of[IN],of
8856,535,,course[NN],course
8857,535,,",[,]",","
8858,535,,common[JJ],common
8859,535,,to[TO],to
8860,535,,both[DT],both
8861,535,,![.],!
8862,536,1,#[#],#
8863,536,,#[#],#
8864,536,,#[#],#
8865,536,,american[JJ],american
8866,536,,english[JJ],english
8867,536,,winter[NN],winter
8868,536,,words[NNS],word
8869,536,,weather/conditions[NNS],weather/conditions
8870,536,,:[:],:
8871,536,,snow[JJ],snow
8872,536,,ice[NN],ice
8873,536,,cold[VBD],cold
8874,536,,frost[JJ],frost
8875,536,,sleet[NN],sleet
8876,536,,blizzard[NN],blizzard
8877,536,,icicle[NN],icicle
8878,536,,freezing[VBG],freeze
8879,536,,rain[NN],rain
8880,536,,black[JJ],black
8881,536,,ice[NN],ice
8882,536,,chilly[RB],chilly
8883,536,,brisk[JJ],brisk
8884,536,,crisp[NN],crisp
8885,536,,frigid[JJ],frigid
8886,536,,snowstorm[NN],snowstorm
8887,536,,whiteout[IN],whiteout
8888,536,,snowdrift[JJ],snowdrift
8889,536,,snowflake[NN],snowflake
8890,536,,hoarfrost[NN],hoarfrost
8891,536,,winter[NN],winter
8892,536,,storm[NN],storm
8893,536,,warning[VBG],warn
8894,536,,plow[NN],plow
8895,536,,([(],(
8896,536,,as[IN],a
8897,536,,in[IN],in
8898,536,,",[,]",","
8899,536,,snowplow[NN],snowplow
8900,536,,)[)],)
8901,536,,clothing/items[VBZ],clothing/items
8902,536,,:[:],:
8903,536,,coat[NN],coat
8904,536,,jacket[NN],jacket
8905,536,,scarf[NN],scarf
8906,536,,gloves[NNS],glove
8907,536,,mittens[VBZ],mittens
8908,536,,hat[NN],hat
8909,536,,([(],(
8910,536,,often[RB],often
8911,536,,``[``],``
8912,536,,beanie[JJ],beanie
8913,536,,''[''],''
8914,536,,)[)],)
8915,536,,boots[FW],boot
8916,536,,([(],(
8917,536,,snow[JJ],snow
8918,536,,boots[NNS],boot
8919,536,,",[,]",","
8920,536,,winter[NN],winter
8921,536,,boots[NNS],boot
8922,536,,)[)],)
8923,536,,sweater[NN],sweater
8924,536,,([(],(
8925,536,,common[JJ],common
8926,536,,term[NN],term
8927,536,,)[)],)
8928,536,,long[RB],long
8929,536,,johns[NN],john
8930,536,,([(],(
8931,536,,for[IN],for
8932,536,,thermal[JJ],thermal
8933,536,,underwear[NN],underwear
8934,536,,)[)],)
8935,536,,earmuffs[VBZ],earmuffs
8936,536,,parka[JJ],parka
8937,536,,thermal[JJ],thermal
8938,536,,underwear[JJ],underwear
8939,536,,activities/concepts[NNS],activities/concepts
8940,536,,:[:],:
8941,536,,skiing[VBG],ski
8942,536,,snowboarding[VBG],snowboard
8943,536,,sledding[VBG],sled
8944,536,,/[NN],/
8945,536,,sled[VBD],sled
8946,536,,ice[NN],ice
8947,536,,skating[VBG],skate
8948,536,,snowball[JJ],snowball
8949,536,,fight[NN],fight
8950,536,,building[VBG],build
8951,536,,a[DT],a
8952,536,,snowman[JJ],snowman
8953,536,,fireplace[NN],fireplace
8954,536,,hot[JJ],hot
8955,536,,chocolate[NN],chocolate
8956,536,,/[NNP],/
8957,536,,cocoa[NN],cocoa
8958,536,,soup[NN],soup
8959,536,,holiday[NN],holiday
8960,536,,season[NN],season
8961,536,,([(],(
8962,536,,broader[JJR],broad
8963,536,,than[IN],than
8964,536,,just[RB],just
8965,536,,christmas[VBN],christmas
8966,536,,)[)],)
8967,536,,christmas[VBP],christmas
8968,536,,new[JJ],new
8969,536,,year[NN],year
8970,536,,'s[POS],'s
8971,536,,cozy[NN],cozy
8972,536,,warm[JJ],warm
8973,536,,hibernate[NN],hibernate
8974,536,,eggnog[NN],eggnog
8975,536,,candy[NN],candy
8976,536,,cane[NN],cane
8977,536,,stocking[VBG],stock
8978,536,,stuffer[VBP],stuffer
8979,536,,winter[NN],winter
8980,536,,break[NN],break
8981,536,,snow[JJ],snow
8982,536,,day[NN],day
8983,536,,([(],(
8984,536,,for[IN],for
8985,536,,school/work[NN],school/work
8986,536,,closures[NNS],closure
8987,536,,)[)],)
8988,536,,cabin[VBP],cabin
8989,536,,fever[RB],fever
8990,536,,winter[JJR],winter
8991,536,,wonderland[NN],wonderland
8992,536,,yule[NN],yule
8993,536,,#[#],#
8994,536,,#[#],#
8995,536,,#[#],#
8996,536,,british[JJ],british
8997,536,,english[JJ],english
8998,536,,winter[NN],winter
8999,536,,words[NNS],word
9000,536,,weather/conditions[NNS],weather/conditions
9001,536,,:[:],:
9002,536,,snow[JJ],snow
9003,536,,ice[NN],ice
9004,536,,cold[VBD],cold
9005,536,,frost[JJ],frost
9006,536,,sleet[NN],sleet
9007,536,,blizzard[NN],blizzard
9008,536,,icicle[NN],icicle
9009,536,,freezing[VBG],freeze
9010,536,,rain[NN],rain
9011,536,,black[JJ],black
9012,536,,ice[NN],ice
9013,536,,chilly[RB],chilly
9014,536,,brisk[JJ],brisk
9015,536,,crisp[NN],crisp
9016,536,,frigid[JJ],frigid
9017,536,,snowstorm[NN],snowstorm
9018,536,,whiteout[IN],whiteout
